Fecha_Hora_redondeada;Fecha;Hora;Temp;Temp. Amb. Dir (Â°C);Temp_amb;Presion;Humedad(HR);Latitud;Longitud;accel_x;accel_y;accel_z;podometro;pasos
11/02/2024 05:15;2/11/2024;05:15:01;38;33.97;34.27;98407.88;64.65;-12.59039;-69.19622;3808;75;3686;21110;0
11/02/2024 05:20;2/11/2024;05:20:00;38.3;34.61;34.48;98411.73;64.5;-12.590388;-69.19622;3820;308;3862;21110;0
11/02/2024 05:25;2/11/2024;05:25:00;37.83;35.11;35;98427.12;64.55;-12.590392;-69.196205;3728;41;3758;21110;0
11/02/2024 05:30;2/11/2024;05:30:01;37.81;35.11;35.11;98433.02;64.61;-12.59039;-69.196213;3881;3668;3868;21110;0
11/02/2024 05:35;2/11/2024;05:35:00;38.22;35.33;35.22;98429.8;64.42;-12.59039;-69.196213;3760;3978;3729;21120;10
11/02/2024 05:40;2/11/2024;05:40:01;37.77;34.41;34.68;98437.97;65.13;-12.590438;-69.196274;10;50;3588;21151;31
11/02/2024 05:45;2/11/2024;05:45:01;37.79;33.11;33.23;98458.2;67.35;-12.59046;-69.196274;105;3950;3757;21243;92
11/02/2024 05:50;2/11/2024;05:50:01;38.02;32.55;32.69;98472.01;67.6;-12.590491;-69.196274;108;37;3582;21324;81
11/02/2024 05:55;2/11/2024;05:55:01;37.72;32.57;32.63;98475.8;67.22;-12.590528;-69.196281;220;70;3658;21400;76
11/02/2024 06:00;2/11/2024;06:00:01;38.06;31.93;31.99;98495.92;67.39;-12.59056;-69.196312;164;23;3676;21554;154
11/02/2024 06:05;2/11/2024;06:05:00;38.09;31.53;31.6;98512.72;67.62;-12.590589;-69.196342;4077;75;3554;21730;176
11/02/2024 06:10;2/11/2024;06:10:01;37.93;31.39;31.41;98522.43;67.74;-12.590596;-69.196373;6;52;3708;21934;204
11/02/2024 06:15;2/11/2024;06:15:01;37.76;31.51;31.54;98532.41;67.84;-12.59059;-69.196396;4084;3889;3535;22185;251
11/02/2024 06:20;2/11/2024;06:20:01;37.9;31.83;31.7;98530.45;67.88;-12.59031;-69.196228;4078;264;3553;22405;220
11/02/2024 06:25;2/11/2024;06:25:00;37.94;31.65;31.78;98519.22;68.2;-12.589773;-69.195702;33;3985;3663;22552;147
11/02/2024 06:30;2/11/2024;06:30:01;38.16;31.95;31.91;98534.53;68.54;-12.589546;-69.195839;3926;3913;3637;22718;166
11/02/2024 06:35;2/11/2024;06:35:01;37.99;32.05;32.01;98571.68;69.05;-12.58962;-69.1959;233;4033;3611;22727;9
11/02/2024 06:40;2/11/2024;06:40:00;38.27;32.43;32.48;98590.4;68.57;-12.589653;-69.196007;198;103;3549;22756;29
11/02/2024 06:45;2/11/2024;06:45:01;38.07;32.83;32.87;98595.56;68.53;-12.589773;-69.196243;4074;3995;3719;22928;172
11/02/2024 06:50;2/11/2024;06:50:01;37.85;33.37;33.49;98605.17;68.58;-12.58977;-69.196541;29;127;3617;23038;110
11/02/2024 06:55;2/11/2024;06:55:00;37.8;33.31;33.26;98606.02;69.52;-12.589813;-69.196564;58;29;3583;23038;0
11/02/2024 07:00;2/11/2024;07:00:00;37.89;34.09;34.09;98603.47;68.94;-12.5898;-69.196541;23;60;3558;23063;25
11/02/2024 07:05;2/11/2024;07:05:00;37.97;33.85;34.1;98599.73;68.54;-12.58963;-69.196121;44;3986;3632;23162;99
11/02/2024 07:10;2/11/2024;07:10:01;37.77;34.25;34.58;98598.34;68.66;-12.589637;-69.19619;4009;216;3654;23162;0
11/02/2024 07:15;2/11/2024;07:15:00;37.95;34.15;34.33;98604.91;68.68;-12.589612;-69.195946;84;195;3615;23223;61
11/02/2024 07:20;2/11/2024;07:20:01;37.95;34.65;34.42;98613.82;69.17;-12.58963;-69.1959;3866;124;3672;23223;0
11/02/2024 07:25;2/11/2024;07:25:00;37.78;34.61;34.56;98632.55;68.69;-12.589675;-69.195961;134;4067;3549;23231;8
11/02/2024 07:30;2/11/2024;07:30:01;38.09;34.95;34.74;98631.68;68.29;-12.58966;-69.195969;3916;4013;3619;23231;0
11/02/2024 07:35;2/11/2024;07:35:01;38.11;34.89;34.85;98627.73;68.04;-12.589545;-69.195908;4009;3999;3581;23246;15
11/02/2024 07:40;2/11/2024;07:40:00;37.96;35.05;35.01;98610.33;68.17;-12.589956;-69.195587;4088;290;3674;23308;62
11/02/2024 07:45;2/11/2024;07:45:00;37.73;34.67;34.86;98618.62;67.33;-12.589956;-69.195625;3901;4092;3635;23320;12
11/02/2024 07:50;2/11/2024;07:50:00;37.81;34.63;34.87;98612.98;66.49;-12.590047;-69.195786;3953;339;3527;23331;11
11/02/2024 07:55;2/11/2024;07:55:01;37.89;34.51;34.57;98621.56;67.28;-12.590087;-69.195816;3929;88;3622;23335;4
11/02/2024 08:00;2/11/2024;08:00:00;38.23;34.47;34.81;98630.2;66.51;-12.590088;-69.195824;3952;96;3625;23335;0
11/02/2024 08:05;2/11/2024;08:05:00;38.3;34.59;34.61;98640.45;66.36;-12.590221;-69.196045;4087;3781;3663;23376;41
11/02/2024 08:10;2/11/2024;08:10:01;38.05;33.89;33.82;98668.12;66.85;-12.590528;-69.19664;4024;4049;3564;23538;162
11/02/2024 08:15;2/11/2024;08:15:01;37.9;34.29;34.26;98673.86;66.02;-12.590968;-69.196739;3845;204;3712;23686;148
11/02/2024 08:20;2/11/2024;08:20:01;37.84;34.63;35;98666.72;64.52;-12.590966;-69.196747;4054;162;3628;23698;12
11/02/2024 08:25;2/11/2024;08:25:00;38.1;33.67;33.86;98661.13;66.62;-12.591732;-69.195641;63;4072;3738;24022;324
11/02/2024 08:30;2/11/2024;08:30:01;38.12;32.87;32.94;98667.12;68.21;-12.591865;-69.19561;51;44;3490;24518;320
11/02/2024 08:35;2/11/2024;08:35:01;38.15;32.77;32.74;98662.77;68.94;-12.591907;-69.195724;166;182;3615;24972;340
11/02/2024 08:40;2/11/2024;08:40:01;38.23;32.99;32.87;98656.79;69.04;-12.591205;-69.194817;12;4004;3629;25468;386
11/02/2024 08:45;2/11/2024;08:45:01;37.99;33.63;33.64;98647.61;68.01;-12.590553;-69.193413;81;3825;3591;25736;268
11/02/2024 08:50;2/11/2024;08:50:00;37.98;35.23;34.82;98638.98;66.39;-12.590498;-69.19339;3978;3939;3607;25736;0
11/02/2024 08:55;2/11/2024;08:55:01;37.92;34.21;34.07;98645.64;64.47;-12.590485;-69.193405;96;3986;3498;25753;17
11/02/2024 09:00;2/11/2024;09:00:01;37.79;34.79;34.25;98642.14;66.56;-12.590465;-69.193344;3910;3840;3660;25753;0
11/02/2024 09:05;2/11/2024;09:05:00;38.09;34.49;34.52;98634.21;67.25;-12.590392;-69.193466;4004;50;3602;25767;14
11/02/2024 09:10;2/11/2024;09:10:00;38.1;34.89;35.05;98626.55;66.27;-12.590373;-69.193428;81;5;3517;25805;38
11/02/2024 09:15;2/11/2024;09:15:00;38.06;35.41;35.62;98607.17;65.06;-12.590473;-69.193459;3910;25;3621;25805;0
11/02/2024 09:20;2/11/2024;09:20:00;38.1;34.99;35.33;98602.16;66.43;-12.590435;-69.193474;3995;267;3701;25805;0
11/02/2024 09:25;2/11/2024;09:25:01;37.79;35.29;35.65;98599.33;65.91;-12.59054;-69.193512;3985;3999;3605;25805;0
11/02/2024 09:30;2/11/2024;09:30:01;37.95;34.91;34.91;98613.17;65.48;-12.5906;-69.193634;3739;52;3757;25825;20
11/02/2024 09:35;2/11/2024;09:35:01;37.92;36.03;36;98594.23;64.18;-12.590537;-69.193604;3753;3854;3793;25825;0
11/02/2024 09:40;2/11/2024;09:40:00;38.06;36.63;36.6;98587.34;63.38;-12.590553;-69.193611;3759;3857;3781;25825;0
11/02/2024 09:45;2/11/2024;09:45:02;37.7;36.85;36.81;98596.42;62.93;-12.590551;-69.193626;3745;3909;3770;25825;0
11/02/2024 09:50;2/11/2024;09:50:01;37.83;36.81;36.73;98592.58;62.87;-12.590557;-69.193634;3767;3887;3714;25825;0
11/02/2024 09:55;2/11/2024;09:55:00;38.11;36.45;36.06;98579.66;63.06;-12.590562;-69.193634;3786;3900;3738;25825;0
11/02/2024 10:00;2/11/2024;10:00:01;38.07;36.37;36.07;98565.16;64.28;-12.590567;-69.193649;3800;3826;3767;25825;0
11/02/2024 10:05;2/11/2024;10:05:01;38.14;36.11;35.88;98566.15;64.18;-12.590569;-69.193649;3772;3791;3785;25825;0
11/02/2024 10:10;2/11/2024;10:10:01;38.07;36.55;36.47;98556.89;63.22;-12.590575;-69.193657;3797;3801;3774;25825;0
11/02/2024 10:15;2/11/2024;10:15:00;37.79;36.75;36.69;98547.95;62.61;-12.590578;-69.193657;3801;3800;3773;25825;0
11/02/2024 10:20;2/11/2024;10:20:01;38.06;36.89;36.84;98550.25;62.17;-12.590585;-69.193657;3794;3797;3777;25825;0
11/02/2024 10:25;2/11/2024;10:25:02;37.93;35.95;36.17;98541.61;64.71;-12.590584;-69.193657;3818;3787;3765;25832;7
11/02/2024 10:30;2/11/2024;10:30:00;37.65;35.29;35.59;98531.02;64.7;-12.59057;-69.193634;4050;121;3630;25915;83
11/02/2024 10:35;2/11/2024;10:35:00;38.13;35.47;35.25;98519.25;64.8;-12.590558;-69.193649;3787;85;3715;25992;77
11/02/2024 10:40;2/11/2024;10:40:02;37.87;35.81;35.66;98514.54;64.5;-12.590567;-69.193626;3781;84;3728;25992;0
11/02/2024 10:45;2/11/2024;10:45:01;37.71;36.47;36.35;98505.03;62.65;-12.590553;-69.193657;3743;78;3752;25992;0
11/02/2024 10:50;2/11/2024;10:50:01;37.95;36.65;36.61;98485.27;63.68;-12.59055;-69.193665;3713;49;3774;25992;0
11/02/2024 10:55;2/11/2024;10:55:00;37.88;36.85;36.8;98483.09;63.66;-12.59058;-69.193687;3733;37;3761;25992;0
11/02/2024 11:00;2/11/2024;11:00:01;37.75;36.85;36.84;98478.72;63.7;-12.590598;-69.19371;3726;35;3765;25992;0
11/02/2024 11:05;2/11/2024;11:05:01;38.02;36.97;36.91;98483.61;63.76;-12.590595;-69.193703;3731;41;3760;25992;0
11/02/2024 11:10;2/11/2024;11:10:00;38.1;36.97;36.87;98477.29;62.89;-12.590623;-69.193642;3743;52;3737;25992;0
11/02/2024 11:15;2/11/2024;11:15:00;38.31;36.87;36.68;98460.7;58.66;-12.590589;-69.19368;3852;40;3678;25992;0
11/02/2024 11:20;2/11/2024;11:20:01;38.31;36.59;36.31;98461.22;60.02;-12.590596;-69.193733;3786;4085;3698;25992;0
11/02/2024 11:25;2/11/2024;11:25:01;37.9;36.59;36.46;98458.16;61.62;-12.59064;-69.193687;3786;30;3695;25992;0
11/02/2024 11:30;2/11/2024;11:30:02;38.16;35.87;36.38;98442.84;62.27;-12.590662;-69.19368;3797;37;3695;25992;0
11/02/2024 11:35;2/11/2024;11:35:00;37.98;36.09;36.36;98418.27;63.28;-12.590656;-69.19368;3848;97;3692;25992;0
11/02/2024 11:40;2/11/2024;11:40:00;37.97;36.17;36.47;98420.36;62.94;-12.590649;-69.193672;3812;119;3702;25992;0
11/02/2024 11:45;2/11/2024;11:45:01;38.05;36.11;36.44;98412.16;62.93;-12.590647;-69.193672;3827;150;3728;25992;0
11/02/2024 11:50;2/11/2024;11:50:00;38.08;36.01;36.23;98400.44;63.4;-12.590595;-69.193535;97;9;3592;26033;41
11/02/2024 11:55;2/11/2024;11:55:01;37.86;36.55;36.72;98394.7;65.51;-12.590638;-69.193275;22;4016;3621;26166;133
11/02/2024 12:00;2/11/2024;12:00:00;38.14;37.29;37.47;98370.84;66.38;-12.5908;-69.193016;4034;4041;3736;26484;318
11/02/2024 12:05;2/11/2024;12:05:01;38.06;37.61;37.66;98359.72;65.19;-12.590837;-69.193062;4065;4066;3472;26755;271
11/02/2024 12:10;2/11/2024;12:10:00;38.16;38.17;38.21;98346.23;66.23;-12.590727;-69.19326;124;130;3671;26996;241
11/02/2024 12:15;2/11/2024;12:15:02;38.17;37.71;37.93;98311.79;61.23;-12.590565;-69.193596;3904;57;3655;27071;75
11/02/2024 12:20;2/11/2024;12:20:01;38.01;37.39;37.63;98296.77;58.64;-12.590607;-69.193619;3898;92;3638;27071;0
11/02/2024 12:25;2/11/2024;12:25:02;37.87;37.01;37.32;98280.2;58.32;-12.590603;-69.193611;4094;4042;3583;27079;8
11/02/2024 12:30;2/11/2024;12:30:01;37.73;36.69;36.72;98282.23;59.15;-12.590603;-69.193596;3960;3906;3625;27079;0
11/02/2024 12:35;2/11/2024;12:35:00;37.85;37.09;37.09;98280.75;59.57;-12.590618;-69.193588;3776;45;3720;27079;0
11/02/2024 12:40;2/11/2024;12:40:01;37.67;37.29;37.19;98261.64;59.25;-12.59063;-69.193573;3773;61;3734;27079;0
11/02/2024 12:45;2/11/2024;12:45:00;37.85;37.23;37.16;98256.93;59.73;-12.590743;-69.19355;3735;56;3765;27079;0
11/02/2024 12:50;2/11/2024;12:50:01;37.83;37.65;37.7;98243.41;59.11;-12.590734;-69.193542;3736;56;3756;27079;0
11/02/2024 12:55;2/11/2024;12:55:00;37.71;37.77;37.85;98226.8;59.47;-12.590723;-69.193542;3732;41;3756;27079;0
11/02/2024 13:00;2/11/2024;13:00:01;37.77;37.85;37.82;98216.72;56.64;-12.590714;-69.193542;3724;52;3767;27079;0
11/02/2024 13:05;2/11/2024;13:05:00;37.87;37.95;37.97;98207.28;59.14;-12.590702;-69.193558;3738;49;3787;27079;0
11/02/2024 13:10;2/11/2024;13:10:00;38.03;37.73;37.86;98200.76;59.69;-12.590696;-69.193565;3791;116;3724;27079;0
11/02/2024 13:15;2/11/2024;13:15:01;37.85;37.85;37.91;98193.27;59.25;-12.590687;-69.193558;3762;79;3746;27079;0
11/02/2024 13:20;2/11/2024;13:20:00;37.85;37.77;37.9;98172.94;59.41;-12.59068;-69.193565;3843;110;3690;27079;0
11/02/2024 13:25;2/11/2024;13:25:01;37.67;37.47;37.61;98151.53;60.3;-12.590678;-69.193565;3751;107;3763;27079;0
11/02/2024 13:30;2/11/2024;13:30:00;37.99;37.11;37.61;98142.69;61.12;-12.590673;-69.193558;3847;156;3696;27079;0
11/02/2024 13:35;2/11/2024;13:35:01;38.1;36.81;37.13;98129.72;61.68;-12.590663;-69.193558;3803;111;3704;27079;0
11/02/2024 13:40;2/11/2024;13:40:01;38.26;36.79;36.9;98131.09;62.14;-12.590649;-69.19355;47;131;3609;27079;0
11/02/2024 13:45;2/11/2024;13:45:00;37.86;36.97;36.84;98121.69;62.47;-12.590662;-69.193558;3743;4079;3741;27079;0
11/02/2024 13:50;2/11/2024;13:50:00;38.07;36.69;37.04;98110.22;61.79;-12.590658;-69.19355;3809;109;3711;27079;0
11/02/2024 13:55;2/11/2024;13:55:01;37.96;37.23;37.38;98088.61;61.51;-12.590656;-69.19355;3759;109;3755;27079;0
11/02/2024 14:00;2/11/2024;14:00:01;37.69;37.67;37.77;98063.23;61.21;-12.590665;-69.193558;3746;108;3763;27079;0
11/02/2024 14:05;2/11/2024;14:05:00;37.93;37.47;37.9;98049.52;60.94;-12.590663;-69.193558;3991;127;3632;27096;17
11/02/2024 14:10;2/11/2024;14:10:01;37.73;36.97;37.09;98044.97;61.46;-12.590538;-69.19339;134;4005;3607;27171;75
11/02/2024 14:15;2/11/2024;14:15:01;37.8;37.67;37.58;98038.77;61.55;-12.5907;-69.193207;23;3888;3600;27334;163
11/02/2024 14:20;2/11/2024;14:20:00;38.02;39.75;39.75;98017.31;59;-12.59082;-69.193016;30;11;3581;27602;268
11/02/2024 14:25;2/11/2024;14:25:01;37.78;39.81;39.95;98000.17;59.15;-12.590807;-69.192902;75;24;3625;27818;216
11/02/2024 14:30;2/11/2024;14:30:00;38.02;38.67;38.82;97998.87;61.04;-12.590881;-69.192825;218;4022;3492;27868;50
11/02/2024 14:35;2/11/2024;14:35:01;38.25;38.41;38.34;97990.8;60.81;-12.590595;-69.193542;3864;4073;3615;28067;199
11/02/2024 14:40;2/11/2024;14:40:00;38.03;38.15;38.22;97993.48;59.3;-12.59058;-69.193489;3871;4003;3646;28067;0
11/02/2024 14:45;2/11/2024;14:45:00;38.25;38.33;38.34;97991.59;58.29;-12.590591;-69.193474;3859;4006;3632;28067;0
11/02/2024 14:50;2/11/2024;14:50:01;37.64;37.93;38.29;97996.39;56.44;-12.590569;-69.193459;3925;4033;3602;28067;0
11/02/2024 14:55;2/11/2024;14:55:00;38.32;35.99;36.47;98015.35;55.48;-12.59085;-69.194122;159;124;3629;28177;110
11/02/2024 15:00;2/11/2024;15:00:01;37.98;35.75;35.89;98011.44;59.3;-12.591097;-69.19442;42;4085;3545;28377;200
11/02/2024 15:05;2/11/2024;15:05:01;37.88;35.65;35.81;98003.41;59.5;-12.591415;-69.194656;177;36;3586;28524;147
11/02/2024 15:10;2/11/2024;15:10:02;37.85;35.47;35.57;98053.91;59.57;-12.591722;-69.195137;9;20;3640;28709;185
11/02/2024 15:15;2/11/2024;15:15:00;38.01;33.97;34.1;98044.98;59.6;-12.592056;-69.195732;4086;293;3702;29153;356
11/02/2024 15:20;2/11/2024;15:20:01;38.19;33.11;33.24;98060.26;60.75;-12.592406;-69.194351;240;293;3721;29475;322
11/02/2024 15:25;2/11/2024;15:25:01;37.97;30.03;31.33;98081.38;61.81;-12.591858;-69.194054;3;0;3524;29643;168
11/02/2024 15:30;2/11/2024;15:30:01;38.23;33.6;36.42;;69.73;-12.590502;-69.196241;5438.07;5346.88;3263.71;29714;71
11/02/2024 15:35;2/11/2024;15:35:01;38.1;35.54;35.17;;85.88;-12.589736;-69.195767;2008.5;-1373.34;3654.15;29933;219
11/02/2024 15:40;2/11/2024;15:40:01;38.04;38.04;40.94;;79.01;-12.590376;-69.195172;1296.72;1661.83;4109.94;30131;198
11/02/2024 15:45;2/11/2024;15:45:01;38.17;36.96;38;;81.39;-12.590725;-69.194994;2648.4;1410.71;3474.42;30317;186
11/02/2024 15:50;2/11/2024;15:50:01;37.94;35.39;37.8;;70.74;-12.591707;-69.195014;1336.28;2560.93;3357.1;30336;19
11/02/2024 15:55;2/11/2024;15:55:01;38.05;31.93;33.11;;101.71;-12.592377;-69.193095;1229.65;1598.73;3505.18;30341;5
11/02/2024 16:00;2/11/2024;16:00:01;37.93;37.34;34.16;;73.45;-12.591355;-69.19252;1296.42;4885.22;3554.24;30402;61
11/02/2024 16:05;2/11/2024;16:05:01;37.85;32.75;34.67;;62.87;-12.59186;-69.194786;3348.94;3332.19;4517.88;30409;7
11/02/2024 16:10;2/11/2024;16:10:01;37.66;39.38;34.87;;91.95;-12.590771;-69.196007;774.31;3002.43;3245.3;30485;76
11/02/2024 16:15;2/11/2024;16:15:01;37.7;34.79;35.21;;76.26;-12.589196;-69.194286;434.72;4411.33;3346.35;30485;0
11/02/2024 16:20;2/11/2024;16:20:01;37.93;34.56;35.61;;72.75;-12.590152;-69.19557;-1259.8;765.14;4270.19;30640;155
11/02/2024 16:25;2/11/2024;16:25:01;37.97;36.18;37.53;;99.91;-12.590971;-69.195243;3852.01;5322.2;4235.98;30767;127
11/02/2024 16:30;2/11/2024;16:30:01;38.16;37.23;34.29;;92.1;-12.59112;-69.195445;4440.76;-752.58;4394.05;30782;15
11/02/2024 16:35;2/11/2024;16:35:01;37.87;31.24;34.51;;88.5;-12.591593;-69.19587;5451.83;1255.32;3157.26;30947;165
11/02/2024 16:40;2/11/2024;16:40:01;37.9;34.48;33.95;;76.42;-12.590538;-69.194757;1155.93;2664.52;3475.62;30966;19
11/02/2024 16:45;2/11/2024;16:45:01;38.34;38.32;35.44;;130.44;-12.591436;-69.195685;-108.75;4865.8;3553.03;30966;0
11/02/2024 16:50;2/11/2024;16:50:01;37.95;32.62;37.96;;74.36;-12.591242;-69.195371;1800.73;1352.89;3914.1;31061;95
11/02/2024 16:55;2/11/2024;16:55:01;38.09;37.31;34.45;;102.77;-12.589484;-69.195404;1252.61;2587.48;3540.62;31087;26
11/02/2024 17:00;2/11/2024;17:00:01;38.12;33.69;37.71;;67.9;-12.591592;-69.19791;2915.63;-702.16;3417.37;31322;235
11/02/2024 17:05;2/11/2024;17:05:01;37.9;35.26;37.19;;95.64;-12.590236;-69.193847;2502.21;3698.16;3180.4;31322;0
11/02/2024 17:10;2/11/2024;17:10:01;37.99;36.66;34.08;;89.43;-12.591321;-69.196745;5085.41;333.73;3930.81;31322;0
11/02/2024 17:15;2/11/2024;17:15:01;37.86;37.31;36.62;;55.26;-12.592032;-69.196006;805.75;2579.84;3256.3;31421;99
11/02/2024 17:20;2/11/2024;17:20:01;37.96;39.32;33.54;;91.83;-12.592101;-69.196437;3025.02;2517.47;4038.61;31467;46
11/02/2024 17:25;2/11/2024;17:25:01;38.28;35;33.84;;102.76;-12.590613;-69.196283;528.8;2239.46;3265.73;31562;95
11/02/2024 17:30;2/11/2024;17:30:01;38.23;33.72;39.24;;72.03;-12.591297;-69.197262;1162.04;2053.7;4569.88;31562;0
11/02/2024 17:35;2/11/2024;17:35:01;38.3;33.51;36.17;;81.92;-12.590033;-69.19519;2753.42;982.17;3579.8;31697;135
11/02/2024 17:40;2/11/2024;17:40:01;38;35.59;34.35;;91.78;-12.591039;-69.194689;2944.26;4491.62;3859.17;31836;139
11/02/2024 17:45;2/11/2024;17:45:01;38.2;37.04;31.43;;111.15;-12.591458;-69.195252;1718.55;1029.45;3499.67;31947;111
11/02/2024 17:50;2/11/2024;17:50:01;37.94;36.64;32.82;;61.34;-12.590731;-69.195184;2835.67;4825.33;3629.21;32074;127
11/02/2024 17:55;2/11/2024;17:55:01;37.91;34.21;37.5;;92.7;-12.591411;-69.19496;2797.77;1927.13;3686.37;32215;141
11/02/2024 18:00;2/11/2024;18:00:01;38.06;36.89;37.49;;87.24;-12.590825;-69.194507;2927.95;1625.45;3913.37;32257;42
11/02/2024 18:05;2/11/2024;18:05:01;38.14;36.7;39.69;;42.13;-12.59054;-69.196926;-757.55;6461.44;4264.57;32257;0
11/02/2024 18:10;2/11/2024;18:10:01;38.3;33.9;32.6;;73.42;-12.59102;-69.197088;4215.27;5583.68;3618.95;32364;107
11/02/2024 18:15;2/11/2024;18:15:01;38.15;38.2;35.09;;84.18;-12.592116;-69.195146;-373.03;2709.14;3299.24;32428;64
11/02/2024 18:20;2/11/2024;18:20:01;38.15;38.71;33.13;;91.04;-12.590381;-69.19423;1442.42;2760.14;3546.14;32593;165
11/02/2024 18:25;2/11/2024;18:25:01;37.73;33.29;36.31;;102.62;-12.592168;-69.195961;-1115.43;4795;3563.65;32744;151
11/02/2024 18:30;2/11/2024;18:30:01;37.81;33.74;35.53;;74.88;-12.591464;-69.199011;-1423.52;1115.89;4337.44;32861;117
11/02/2024 18:35;2/11/2024;18:35:01;38.05;37.06;36.01;;52.65;-12.590046;-69.196601;5059.57;1078;3271.31;32861;0
11/02/2024 18:40;2/11/2024;18:40:01;37.65;36.25;37.59;;58.84;-12.591191;-69.196266;4663.2;6723.9;3428.48;32861;0
11/02/2024 18:45;2/11/2024;18:45:01;37.92;34.82;33.96;;46.8;-12.590349;-69.195175;1119.86;1893.71;3555.85;32861;0
11/02/2024 18:50;2/11/2024;18:50:01;37.95;36.6;36.61;;86.33;-12.591496;-69.196705;2809.63;2897.42;4480.43;32980;119
11/02/2024 18:55;2/11/2024;18:55:01;37.94;36.33;36.18;;67.83;-12.590424;-69.194431;1414.94;4330.74;3275.58;32988;8
11/02/2024 19:00;2/11/2024;19:00:01;38.09;36.23;35.98;;81.21;-12.589909;-69.196179;1645.47;2663.98;3839.53;33112;124
11/02/2024 19:05;2/11/2024;19:05:01;37.97;33.7;32.58;;72.8;-12.591081;-69.193856;2875.13;4760.09;3488.12;33112;0
11/02/2024 19:10;2/11/2024;19:10:01;38.15;34.79;34.18;;84.57;-12.591209;-69.193043;3367.63;2895.94;4189.15;33112;0
11/02/2024 19:15;2/11/2024;19:15:01;38.23;37.27;32.95;;107.02;-12.591796;-69.194799;3143.44;1462.83;3066.23;33173;61
11/02/2024 19:20;2/11/2024;19:20:01;37.87;36.95;35.61;;94.47;-12.591673;-69.194181;4017.46;3511.35;3270.1;33205;32
11/02/2024 19:25;2/11/2024;19:25:01;37.73;35.25;35.41;;31.42;-12.591122;-69.196519;4131.19;3710.3;2955.81;33326;121
11/02/2024 19:30;2/11/2024;19:30:01;37.75;34.67;35.74;;80.52;-12.591446;-69.194096;1699.33;-279.15;3737.78;33386;60
11/02/2024 19:35;2/11/2024;19:35:01;38.31;36.25;34.73;;94.39;-12.589936;-69.19447;3216.96;2335.29;3653.05;33568;182
11/02/2024 19:40;2/11/2024;19:40:01;37.94;36.07;36.47;;112.42;-12.589476;-69.196047;2935.39;1387.44;3682.88;33639;71
11/02/2024 19:45;2/11/2024;19:45:01;38.04;33.09;33.51;;92.71;-12.591407;-69.195728;3963.49;4461.74;4379.95;33727;88
11/02/2024 19:50;2/11/2024;19:50:01;38.03;35.99;35.98;;93.41;-12.589587;-69.195655;1359.32;1523.05;2938.6;33727;0
11/02/2024 19:55;2/11/2024;19:55:01;38.02;36.07;34.49;;76.43;-12.59273;-69.197171;2748.14;-1174.11;3134.63;33727;0
11/02/2024 20:00;2/11/2024;20:00:01;37.84;36.57;34.1;;100.74;-12.591631;-69.195511;2361.69;-78.17;4239.19;33727;0
11/02/2024 20:05;2/11/2024;20:05:01;38.05;38.1;37.67;;76.3;-12.59038;-69.19482;4695.44;2919.4;4090.56;33727;0
11/02/2024 20:10;2/11/2024;20:10:01;38.01;37.65;34.06;;47.21;-12.591665;-69.197385;4823.06;5050.59;4033.71;33727;0
11/02/2024 20:15;2/11/2024;20:15:01;38.01;35.51;37.54;;87.77;-12.592183;-69.194761;-691.41;6836.24;4241.7;33727;0
11/02/2024 20:20;2/11/2024;20:20:01;38.18;35.17;35.11;;87.91;-12.591051;-69.195209;2273.04;6063.31;4609.6;33727;0
11/02/2024 20:25;2/11/2024;20:25:01;38.11;34.9;37.12;;70.64;-12.590153;-69.195653;-1085.9;251.02;3054.34;33727;0
11/02/2024 20:30;2/11/2024;20:30:01;38.36;36.41;33.1;;101.48;-12.590242;-69.194548;908.32;6737.13;3506.44;33727;0
11/02/2024 20:35;2/11/2024;20:35:01;37.88;37.05;34.26;;79.82;-12.590359;-69.196043;2173.48;1849.83;3985.9;33727;0
11/02/2024 20:40;2/11/2024;20:40:01;38.04;38.67;37.96;;54.33;-12.591878;-69.194863;2379.82;6719.13;3373.75;33727;0
11/02/2024 20:45;2/11/2024;20:45:01;37.93;36.58;34.84;;79.42;-12.591659;-69.193981;2121.33;1362.15;4127.86;33727;0
11/02/2024 20:50;2/11/2024;20:50:01;38;34.44;36.71;;94.95;-12.592424;-69.19544;1627.48;2900.69;3878.95;33727;0
11/02/2024 20:55;2/11/2024;20:55:01;37.77;37.03;36.22;;72.99;-12.590057;-69.19489;1338.77;3771.39;3885.54;33727;0
11/02/2024 21:00;2/11/2024;21:00:01;37.76;33.95;38.95;;74.22;-12.591385;-69.196143;3522.31;-595.93;4409.19;33727;0
11/02/2024 21:05;2/11/2024;21:05:01;38.15;36.43;36.6;;76.3;-12.590469;-69.198897;559.66;4620.04;3464.39;33727;0
11/02/2024 21:10;2/11/2024;21:10:01;38.07;34.63;32.33;;99.7;-12.59124;-69.194703;179.33;2038.79;2871.19;33727;0
11/02/2024 21:15;2/11/2024;21:15:01;38.02;36.7;35.59;;58.36;-12.591569;-69.194201;2077.08;3603.83;3301.22;33727;0
11/02/2024 21:20;2/11/2024;21:20:01;38.15;31.59;36.32;;53.36;-12.59271;-69.19498;4510.05;934.11;3733.43;33727;0
11/02/2024 21:25;2/11/2024;21:25:01;38.18;35.37;34.28;;57.71;-12.59144;-69.194674;1500.77;2246.4;4168.09;33727;0
